index,LU0340554673,LU0474966677,LU0303494743
2021-04-06,565.77,171.86,187.65
2021-04-07,560.72,172.75,187.05
2021-04-08,565.62,172.47,187.39
2021-04-09,562.5,172.57,187.0
2021-04-12,563.0,172.35,186.79
2021-04-13,566.17,172.82,186.86
2021-04-14,568.25,171.96,186.39
2021-04-15,565.93,172.61,187.31
2021-04-16,564.91,172.67,186.86
2021-04-19,564.38,172.63,186.63
2021-04-20,556.8,169.04,186.47
2021-04-21,552.52,167.05,186.71
2021-04-22,557.42,169.79,186.95
2021-04-23,557.75,169.18,186.47
2021-04-26,559.84,169.2,186.14
2021-04-27,561.78,167.34,185.66
2021-04-28,564.93,167.08,185.29
2021-04-30,556.11,165.63,185.35
2021-05-06,534.88,168.56,185.78
2021-05-07,540.78,168.3,185.02
2021-05-10,529.78,169.34,184.7
2021-05-11,523.47,165.12,184.11
2021-05-12,525.61,163.4,183.9
2021-05-14,521.19,163.29,183.65
2021-05-17,524.94,162.52,183.57
2021-05-18,522.21,164.7,183.03
2021-05-19,513.2,163.4,182.84
2021-05-20,526.01,163.96,183.16
2021-05-21,530.87,164.69,183.62
2021-05-25,532.42,165.52,183.89
2021-05-26,535.33,165.77,184.42
2021-05-27,533.9,165.46,184.03
2021-05-28,540.61,167.57,184.28
2021-06-01,539.13,165.59,183.73
2021-06-02,538.56,167.42,184.26
2021-06-03,535.6,168.65,184.42
2021-06-04,538.56,169.11,184.9
2021-06-07,539.75,169.69,184.62
2021-06-08,542.19,169.4,185.09
2021-06-09,541.2,168.66,185.58
2021-06-10,543.92,168.9,185.8
2021-06-11,547.4,168.91,186.57
2021-06-14,550.39,169.9,185.99
2021-06-15,550.33,170.56,185.94
2021-06-16,549.38,170.74,185.63
2021-06-17,556.81,170.98,187.38
2021-06-18,559.48,170.96,188.5
2021-06-21,556.06,167.04,187.41
2021-06-22,558.62,172.02,187.54
2021-06-24,566.07,169.49,187.39
2021-06-25,567.07,170.98,186.55
2021-06-28,572.69,171.24,187.36
2021-06-29,576.0,170.84,187.54
2021-06-30,576.59,170.59,188.31
2021-07-01,575.38,169.29,187.99
2021-07-02,576.9,171.17,188.74
2021-07-06,575.49,171.87,189.67
2021-07-07,578.35,170.7,190.56
2021-07-08,563.58,170.5,190.52
2021-07-09,566.54,169.23,189.72
2021-07-12,569.82,172.71,189.81
2021-07-13,576.35,173.77,190.08
2021-07-14,576.58,173.68,190.66
2021-07-15,573.77,171.94,190.9
2021-07-16,569.78,171.0,191.11
2021-07-19,554.52,169.94,192.09
2021-07-20,560.12,168.61,192.59
2021-07-21,565.63,169.28,191.5
2021-07-26,569.42,170.33,191.83
2021-07-27,562.71,171.8,192.07
2021-07-28,566.61,169.95,192.08
2021-07-29,564.36,170.12,191.51
2021-07-30,557.64,167.89,191.83
2021-08-02,554.5,171.29,192.23
2021-08-03,550.23,171.28,192.68
2021-08-04,554.0,170.98,192.66
2021-08-05,554.57,171.65,192.82
2021-08-06,559.45,171.6,192.57
2021-08-10,564.1,172.23,192.75
2021-08-11,558.0,173.62,192.43
2021-08-12,555.53,173.6,192.53
2021-08-13,553.79,173.95,192.51
2021-08-16,549.04,172.21,192.93
2021-08-17,544.27,171.71,193.41
2021-08-18,547.58,172.66,193.43
2021-08-19,541.52,170.5,193.86
2021-08-20,546.45,169.36,193.85
2021-08-23,546.77,171.14,193.24
2021-08-24,558.22,173.19,192.92
2021-08-25,558.62,172.87,192.14
2021-08-26,561.2,171.91,192.06
2021-08-27,555.1,171.58,192.05
2021-08-31,559.94,173.7,191.66
2021-09-01,567.72,175.05,191.13
2021-09-02,567.98,175.43,191.2
2021-09-03,564.86,178.14,190.86
2021-09-07,572.08,182.45,190.39
2021-09-08,571.28,184.1,190.85
2021-09-09,566.23,183.0,191.54
2021-09-10,565.69,185.08,191.07
2021-09-13,557.71,185.96,191.4
2021-09-14,554.66,187.44,191.69
2021-09-15,550.0,186.82,191.47
2021-09-16,552.59,186.91,191.62
2021-09-17,557.41,186.65,191.34
2021-09-21,546.71,184.91,192.03
2021-09-22,547.84,183.4,191.86
2021-09-24,552.9,185.91,190.24
2021-09-27,551.91,185.5,190.04
2021-09-28,548.14,184.67,189.38
2021-09-29,547.05,182.1,189.86
2021-09-30,545.28,181.45,190.08
2021-10-01,542.29,179.0,190.65
2021-10-04,536.86,177.03,190.25
2021-10-05,537.32,174.87,189.67
2021-10-06,536.07,174.52,190.21
2021-10-07,552.74,174.36,189.77
2021-10-08,553.43,175.59,188.68
2021-10-12,547.41,175.63,188.39
2021-10-13,549.59,174.37,188.87
2021-10-14,554.72,175.36,189.32
2021-10-15,559.11,177.09,188.72
2021-10-18,558.73,176.98,188.56
2021-10-19,563.32,176.78,187.72
2021-10-20,567.28,177.04,187.71
2021-10-21,567.17,174.9,187.05
2021-10-22,567.79,175.46,187.52
2021-10-25,564.15,175.38,188.04
2021-10-26,565.69,177.04,188.21
2021-10-27,561.39,177.71,189.42
2021-10-28,552.87,176.24,188.34
2021-10-29,551.76,175.47,188.74
2021-11-02,553.12,179.25,188.97
2021-11-04,564.0,181.76,189.93
2021-11-05,564.66,180.9,190.78
2021-11-08,563.95,180.38,190.16
2021-11-09,557.13,179.63,190.87
2021-11-10,562.28,178.51,190.09
2021-11-12,564.94,182.13,190.69
2021-11-15,571.64,183.3,190.75
2021-11-16,576.37,184.47,191.08
2021-11-17,573.87,183.51,191.48
2021-11-18,565.1,183.89,191.56
2021-11-19,565.85,185.72,192.65
2021-11-22,563.75,185.43,192.35
2021-11-24,551.03,183.1,191.71
2021-11-26,544.36,180.61,192.51
2021-11-29,543.39,178.3,192.77
2021-11-30,536.46,176.06,193.51
2021-12-01,533.22,176.52,192.74
2021-12-02,526.03,176.09,193.17
2021-12-03,514.84,178.68,194.02
2021-12-06,518.92,177.79,193.86
2021-12-07,538.46,181.39,194.02
2021-12-08,535.76,182.57,192.4
2021-12-09,537.66,180.96,193.24
2021-12-10,531.84,180.04,193.16
2021-12-13,528.65,180.47,193.9
2021-12-14,522.36,179.48,193.55
2021-12-15,516.92,180.86,193.46
2021-12-16,523.64,182.61,193.04
2021-12-17,514.09,180.62,193.64
2021-12-20,513.87,177.57,193.3
2021-12-21,519.06,179.74,192.48
2021-12-22,526.61,178.88,191.83
2021-12-23,529.57,179.99,191.52
2021-12-29,526.74,180.34,190.46
2021-12-30,530.7,179.06,190.73
2021-12-31,531.71,178.94,190.49
2022-01-04,531.61,181.92,189.66
2022-01-05,523.83,182.79,189.06
2022-01-06,513.12,178.68,188.6
2022-01-07,520.09,178.68,187.79
2022-01-11,515.84,177.91,187.83
2022-01-12,524.99,180.32,187.51
2022-01-13,518.37,178.94,187.44
2022-01-14,510.54,177.4,186.72
2022-01-18,507.54,177.53,186.43
2022-01-19,510.42,173.15,186.99
2022-01-20,517.09,175.25,187.39
2022-01-21,498.42,174.68,188.12
2022-01-24,482.27,175.27,188.46
2022-01-25,483.65,172.26,188.51
2022-01-26,492.28,171.74,187.74
2022-01-27,490.18,167.24,188.63
2022-01-28,478.31,170.53,188.42
2022-01-31,500.54,171.76,187.56
2022-02-01,506.04,171.55,187.1
2022-02-02,504.28,174.78,187.06
2022-02-03,486.82,173.13,184.31
2022-02-04,486.31,170.87,182.53
2022-02-07,491.9,171.04,182.02
2022-02-08,486.88,171.19,181.62
2022-02-09,497.25,172.3,181.99
2022-02-10,503.1,172.71,180.31
2022-02-14,489.04,172.45,181.27
2022-02-15,495.17,169.53,180.28
2022-02-16,490.79,171.93,180.6
2022-02-17,489.3,171.61,181.35
2022-02-18,480.41,171.0,182.02
2022-02-22,470.02,167.58,181.26
2022-02-24,454.59,168.28,183.2
2022-02-25,465.35,169.18,181.91
2022-02-28,471.87,168.88,183.24
2022-03-01,476.53,171.53,186.64
2022-03-02,473.21,168.82,185.47
2022-03-03,475.77,170.29,185.33
2022-03-04,466.39,168.72,188.03
2022-03-07,455.57,166.86,187.47
2022-03-08,440.04,162.2,185.85
2022-03-09,449.11,160.75,182.8
2022-03-10,446.37,166.03,182.19
2022-03-11,441.05,162.58,182.54
2022-03-14,433.88,162.28,180.58
2022-03-15,430.08,162.9,180.56
2022-03-16,453.94,165.26,180.36
2022-03-17,453.16,168.39,179.44
2022-03-18,469.2,168.89,180.48
2022-03-22,479.88,169.37,178.24
2022-03-23,479.32,173.4,178.78
2022-03-24,471.24,173.03,178.24
2022-03-25,473.26,172.4,177.62
2022-03-28,479.74,168.73,177.3
2022-03-29,483.82,170.35,176.37
2022-03-30,481.3,170.88,176.22
2022-03-31,475.95,169.34,177.34
2022-04-01,480.13,169.2,177.71
2022-04-04,491.89,170.49,178.18
2022-04-05,494.04,170.17,177.28
2022-04-06,475.26,167.61,176.76
2022-04-07,474.53,165.47,176.48
2022-04-08,470.78,165.66,175.86
2022-04-11,465.47,162.55,174.53
2022-04-12,471.04,160.65,175.16
2022-04-13,465.69,162.96,175.7
2022-04-14,469.14,164.2,175.57
2022-04-19,459.31,161.1,173.62
2022-04-20,452.71,162.31,173.81
2022-04-21,448.42,162.59,173.12
2022-04-22,438.27,161.78,173.47
2022-04-25,430.27,160.66,175.21
2022-04-26,432.04,161.88,176.42
2022-04-27,438.58,161.33,177.34
2022-04-28,437.13,162.57,175.91
2022-05-06,410.69,163.41,171.81
2022-05-10,404.63,159.43,173.63
2022-05-11,406.83,158.62,174.02
2022-05-12,398.29,160.09,177.27
2022-05-13,416.55,163.84,176.29
2022-05-16,414.7,162.72,176.45
2022-05-17,417.77,162.12,173.92
2022-05-18,414.32,163.31,174.77
2022-05-19,407.25,163.14,174.55
2022-05-20,414.77,162.67,175.04
2022-05-23,405.9,163.61,173.31
2022-05-24,393.68,162.01,173.79
2022-05-25,398.42,162.91,174.26
2022-05-27,416.7,163.09,174.11
2022-05-31,421.04,164.29,172.41
2022-06-01,427.59,164.43,171.97
2022-06-07,428.18,161.76,169.83
2022-06-08,437.47,161.89,168.84
2022-06-09,435.12,162.1,168.97
2022-06-10,423.13,161.28,168.92
2022-06-13,404.6,158.62,167.8
